id,refresh_started_at,refresh_completed_at,refresh_duration_ms,status,error_message,records_affected,trigger_source
173,2025-12-09 07:10:04.562859+00,2025-12-09 07:10:04.562859+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
178,2025-12-09 16:53:44.792157+00,2025-12-09 16:53:44.792157+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
247,2025-12-10 02:33:20.323873+00,2025-12-10 02:33:20.323873+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
180,2025-12-09 17:01:13.279804+00,2025-12-09 17:01:13.279804+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
182,2025-12-09 17:01:54.943909+00,2025-12-09 17:01:54.943909+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
248,2025-12-10 02:33:20.649746+00,2025-12-10 02:33:20.649746+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
183,2025-12-09 17:01:57.943672+00,2025-12-09 17:01:57.943672+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
185,2025-12-09 17:03:09.80366+00,2025-12-09 17:03:09.80366+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
249,2025-12-10 02:33:20.976935+00,2025-12-10 02:33:20.976935+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
186,2025-12-09 17:03:20.740053+00,2025-12-09 17:03:20.740053+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
193,2025-12-09 20:06:24.584089+00,2025-12-09 20:06:24.584089+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
194,2025-12-09 20:06:25.542146+00,2025-12-09 20:06:25.542146+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
209,2025-12-09 22:18:46.744149+00,2025-12-09 22:18:46.744149+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
250,2025-12-10 02:33:21.303796+00,2025-12-10 02:33:21.303796+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
251,2025-12-10 02:33:21.630826+00,2025-12-10 02:33:21.630826+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
252,2025-12-10 02:33:21.957869+00,2025-12-10 02:33:21.957869+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
253,2025-12-10 02:33:22.285003+00,2025-12-10 02:33:22.285003+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
254,2025-12-10 02:33:22.612857+00,2025-12-10 02:33:22.612857+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
255,2025-12-10 02:33:22.94021+00,2025-12-10 02:33:22.94021+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
256,2025-12-10 02:33:40.968649+00,2025-12-10 02:33:40.968649+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
257,2025-12-10 02:33:57.823711+00,2025-12-10 02:33:57.823711+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
258,2025-12-10 02:34:21.384778+00,2025-12-10 02:34:21.384778+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
259,2025-12-10 02:34:40.193521+00,2025-12-10 02:34:40.193521+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
260,2025-12-10 02:34:59.389901+00,2025-12-10 02:34:59.389901+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
261,2025-12-10 02:35:20.546403+00,2025-12-10 02:35:20.546403+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
262,2025-12-10 02:35:36.617235+00,2025-12-10 02:35:36.617235+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
263,2025-12-10 02:35:58.314765+00,2025-12-10 02:35:58.314765+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
264,2025-12-10 02:36:16.087952+00,2025-12-10 02:36:16.087952+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
285,2025-12-10 06:27:25.552772+00,2025-12-10 06:27:25.552772+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
109,2025-12-09 02:46:59.197838+00,2025-12-09 02:46:59.197838+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
329,2025-12-11 04:36:38.76841+00,2025-12-11 04:36:38.76841+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
111,2025-12-09 02:47:35.51972+00,2025-12-09 02:47:35.51972+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
131,2025-12-09 03:08:48.787204+00,2025-12-09 03:08:48.787204+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,tenants
112,2025-12-09 02:47:52.65215+00,2025-12-09 02:47:52.65215+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
219,2025-12-09 22:53:06.677832+00,2025-12-09 22:53:06.677832+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
113,2025-12-09 02:48:10.949388+00,2025-12-09 02:48:10.949388+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
133,2025-12-09 03:09:49.269187+00,2025-12-09 03:09:49.269187+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,tenants
143,2025-12-09 03:14:59.381272+00,2025-12-09 03:14:59.381272+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
220,2025-12-09 22:53:07.741675+00,2025-12-09 22:53:07.741675+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
147,2025-12-09 03:14:59.715469+00,2025-12-09 03:14:59.715469+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
151,2025-12-09 03:15:00.062385+00,2025-12-09 03:15:00.062385+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
229,2025-12-09 23:27:39.824418+00,2025-12-09 23:27:39.824418+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
155,2025-12-09 03:15:00.393829+00,2025-12-09 03:15:00.393829+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
162,2025-12-09 03:28:04.52998+00,2025-12-09 03:28:04.52998+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
233,2025-12-09 23:31:38.503876+00,2025-12-09 23:31:38.503876+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
166,2025-12-09 03:41:43.946284+00,2025-12-09 03:41:43.946284+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
174,2025-12-09 07:11:37.109153+00,2025-12-09 07:11:37.109153+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
234,2025-12-09 23:31:58.242467+00,2025-12-09 23:31:58.242467+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
179,2025-12-09 17:00:38.609514+00,2025-12-09 17:00:38.609514+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
181,2025-12-09 17:01:42.646676+00,2025-12-09 17:01:42.646676+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
241,2025-12-09 23:36:19.426434+00,2025-12-09 23:36:19.426434+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
184,2025-12-09 17:02:21.151152+00,2025-12-09 17:02:21.151152+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
195,2025-12-09 20:19:44.349605+00,2025-12-09 20:19:44.349605+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
265,2025-12-10 02:36:35.090443+00,2025-12-10 02:36:35.090443+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
196,2025-12-09 20:20:19.241269+00,2025-12-09 20:20:19.241269+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
286,2025-12-10 06:27:25.860169+00,2025-12-10 06:27:25.860169+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
198,2025-12-09 20:20:42.730499+00,2025-12-09 20:20:42.730499+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
199,2025-12-09 20:21:07.767818+00,2025-12-09 20:21:07.767818+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
291,2025-12-10 06:28:05.327149+00,2025-12-10 06:28:05.327149+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
204,2025-12-09 20:33:34.216778+00,2025-12-09 20:33:34.216778+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
293,2025-12-10 06:37:48.224029+00,2025-12-10 06:37:48.224029+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
205,2025-12-09 20:35:54.222199+00,2025-12-09 20:35:54.222199+00,,failed,"cannot refresh materialized view ""public.directory_category_products"" concurrently",0,inventory_items
